Прізвище;Ім'я;По-батькові;Стать;Дата народження;Посада;Місто проживання;Адреса проживання;Телефон;Email
Годунок;Софія;Каміллаівна;Жіноча;1957-06-30;Геолог;селище Вишневе ;шосе Брестська, буд. 21 кв. 5, Жмеринка, 42575;601-24-82;alina77@example.org
Власюк;Миколай;Панасович;Чоловіча;1949-09-19;Стропальник;село Олевськ;узвіз Лиманчик 2-й Лінія 9-та, буд. 07 кв. 44, Старобільськ, 83210;+380 (47) 807-78-89;verkhovynetsiaroslav@example.com
Батуринець;Еріка;Любовівна;Жіноча;1955-11-12;Менеджер;село Гірник ;площа Грузовий, буд. 3 кв. 8, Мостиська, 37799;090 769 87 77;okhrimshcherbak@example.com
Девдюк;Марина;Галинаівна;Жіноча;1981-07-22;Шериф;село Тульчин;вулиця Польська, буд. 20, Баранівка, 36215;+380 40 805 69 42;vasylyna36@example.net
Яремчук;Борислав;Левкоович;Чоловіча;1988-04-13;Адвокат;хутір Гайворон;площа Трамвайний, буд. 48 кв. 1, Шаргород, 93443;+380 07 284 73 31;kovalenkooleksandr@example.com
Даниленко;Богдан;Яківович;Чоловіча;2008-05-21;Історик;місто Олександрія;парк Отрадна, буд. 15, Надвірна, 87356;+380 10 562-76-88;shvedchenkolukian@example.com
Давимука;Гліб;Ааронович;Чоловіча;1988-11-10;Сантехнік;селище Батурин;узвіз Селищна, буд. 91, Херсон, 63988;+380 26 088 92 56;zakhar40@example.com
Гаврилів;Марко;Захарович;Чоловіча;1970-03-31;Художник;селище Глухів;парк Наявний 4-й, буд. 7 кв. 035, Кам'янець-Подільський, 45034;+380 25 832 52 67;prokopovychveniiamyn@example.net
Михайличенко;Марко;Костянтинович;Чоловіча;1998-09-02;Музичний редактор;місто Дружківка;сквер Прохоровський, буд. 10, Білозерське, 30699;309 37 61;tasaula@example.com
Савенко;Богуслав;Арсенович;Чоловіча;1938-10-28;Перекладач;хутір Перемишляни;проспект Перемоги, буд. 7, Славутич, 08309;+380 63 434-12-84;sliusarvolodymyra@example.net
Прокопович;Охрім;Остапович;Чоловіча;1950-05-08;Петрограф;хутір Білозерське;проспект ім. К.Г. Паустовського, буд. 482, Бібрка, 72458;+380 80 200 17 66;albina12@example.org
Андрієнко;Єва;Маринаівна;Жіноча;1975-11-29;Бізнесмен;село Моршин;парк Ризька, буд. 048, Мала Виска, 94800;+380 43 267-41-03;iakiv22@example.org
Венгринович;Єва;Богданнаівна;Жіноча;1991-05-24;Няня;село Радомишль;вулиця Старорізнична, буд. 12, Лебедин, 94350;+380 31 034-90-16;nandreiko@example.com
Величко;Пилип;Гаврилоович;Чоловіча;2003-04-04;Економіст;село Тисмениця;узвіз Середньофонтанська, буд. 26, Кривий Ріг, 53135;077 687 39 76;omelian23@example.com
Фесенко;Лілія;Тетянаівна;Жіноча;1959-02-20;Реставратор;селище Севастополь;парк Чернігівська, буд. 9, Чистякове, 97247;812-80-50;vitaliidzyndra@example.com
Ребрик;Венедикт;Венедиктович;Чоловіча;1966-12-19;Стиліст;селище Перечин;провулок Виставочна, буд. 59, Олександрівськ, 58269;+380 65 650-90-75;gadamchuk@example.net
Авдєєнко;Артем;Зорянович;Чоловіча;1967-07-17;Каскадер;місто Олешки;площа Тимірязєва, буд. 6 кв. 1, Підгайці, 61382;000 925-28-60;kashchenkovalentyn@example.org
Романець;Едуард;Олесьович;Чоловіча;1979-10-31;Музикант;місто Миколаївка ;набережна Нова, буд. 128, Молочанськ, 76566;064 233-61-82;bohuslavderkach@example.com
Зінкевич;Соломон;Лесьович;Чоловіча;1960-06-25;Льотчик;місто Моспине;набережна Кавказький, буд. 925, Рогатин, 87360;288 59 17;bohodar44@example.net
Чередник;Леон;Венедиктович;Чоловіча;1956-03-06;Ветеринар;хутір Донецьк;узвіз Урожайна, буд. 153, Южноукраїнськ, 58452;+380 (45) 545-80-16;venedyktiemelianenko@example.net
Симоненко;Галина;Аллаівна;Жіноча;1995-02-07;Фольклорист;селище Жовті Води;набережна Ангарська, буд. 72, Городенка, 23822;028 506-41-77;klavdiiasahal@example.net
Приймак;Емілія;Михайлинаівна;Жіноча;1976-06-28;Драматург;селище Добромиль;парк Тракторна, буд. 480, Амвросіївка, 97064;+380 69 080-08-29;ieshchenkozorian@example.org
Артимович;Альберт;Германович;Чоловіча;1987-08-22;Флорист;місто Хорол ;площа Слов'янська, буд. 623, Овруч, 97423;077-31-05;tovstukhasofiia@example.com
Ільченко;Феофан;Пилипович;Чоловіча;1961-07-18;Провізор;село Середина-Буда;парк Кощового отамана, буд. 98, Вишневе , 55758;024 269-16-59;arkadii27@example.com
Габелко;Теодор;Вадимович;Чоловіча;2007-10-12;Мінералог;місто Кам'янець-Подільський;проспект Парашутний, буд. 247, Люботин, 80093;800 80 54;teodor19@example.net
Девдюк;Левко;Єлисейович;Чоловіча;1977-11-11;Зоолог;місто Бурштин ;проспект Вапняний 1-й, буд. 293 кв. 27, Антрацит , 66133;+380 (10) 516-96-95;haidaisvitlana@example.com
Атаманюк;Вадим;Несторович;Чоловіча;1980-04-10;Акушер;селище Вуглегірськ;площа Вертелецького, буд. 5 кв. 82, Жовква, 52874;+380 (64) 585-31-68;heorhiizaporozhets@example.org
Данилюк;Святослав;Адамович;Чоловіча;1980-08-22;Агроном;місто Джанкой;парк Нескучна, буд. 51 кв. 04, Святогірськ, 31588;014 55 47;rsirko@example.com
Журавель;Ярослава;Едитаівна;Жіноча;1974-03-25;Електрослюсар;селище Лубни;вулиця Українська, буд. 802 кв. 1, Сарни, 65341;+380 82 365-75-71;apanchuk@example.net
Матяш;Едита;Ганнаівна;Жіноча;1991-12-29;Фрілансер;місто Глобине;парк Восьмого Березня Лінія 4-та, буд. 5, Середина-Буда, 04973;771 70 40;solomonmatviienko@example.net
Колодуб;Дмитро;Устимович;Чоловіча;1986-12-13;Програміст;село Хрустальний;шосе Хімічний 3-й, буд. 44, Рожище, 77728;058-60-15;holykbohuslav@example.com
Корсун;Олена;Анжелаівна;Жіноча;1996-07-10;Промисловець;село Моспине;проспект 2-га Лінія 4-ї ст. Люстдорфської дороги, буд. 83, Дубровиця, 66538;987-33-20;lartiushenko@example.net
Устенко;Олесь;Захарович;Чоловіча;1971-10-21;Маркетолог;місто Дергачі;шосе Агрономічний, буд. 18, Новоселиця, 75083;+380 42 410-05-01;hryhoriidanchenko@example.org
Ґалаґан;Леонід;Русланович;Чоловіча;2006-12-03;Акушер;селище Кодима;парк Трамвайна, буд. 36, Полтава, 06523;+380 69 124-20-97;stepan13@example.org
Ватаманюк;Тереза;Терезаівна;Жіноча;1987-09-28;Краєзнавець;селище Суми;площа 14-та ст. Великого Фонтану пляж, буд. 059, Лебедин, 13161;+380 (95) 576-74-11;ishchenkostanislav@example.com
Орлик;Маруся;Світланаівна;Жіноча;1994-03-19;Євнух;хутір Борзна;вулиця Нова, буд. 545 кв. 95, Кремінна, 21185;+380 14 052-65-43;jbabarychenko@example.net
Щербак;Григорій;Пантелеймонович;Чоловіча;1963-10-30;Прокурор;хутір Перевальськ;проспект Некрасова, буд. 8 кв. 7, Бердянськ, 54172;061 990 84 76;miaremkiv@example.com
Яценюк;Гаврило;Альбертович;Чоловіча;1993-12-17;Сценарист;селище Ізмаїл;проспект Стражеска Миколи, буд. 42, Пологи , 87591;+380 (67) 555-40-68;marynamykhailiuk@example.org
Жадан;Дмитро;Яківович;Чоловіча;1962-06-10;Режисер;селище Світловодськ;шосе Локомотивний 2-й, буд. 061, Скалат, 97545;+380 (75) 319-53-72;ostap33@example.com
Носенко;Альбіна;Еміліяівна;Жіноча;1999-12-19;Музикознавець;місто Нове Давидково;провулок Капітана Кузнецова, буд. 324 кв. 850, Куп'янськ, 53140;033 912-65-51;kalchenkomakar@example.org
